 Ticket ID,Artist / Event ,Event Type,Venue,Event Date,Purchase Date,Customer Region,Ticket Type,Price (UZS),Quantity, Payment,Status,Rating
TK-12224,Ulug'bek Rahmatullayev,Konsert ,Humo Arena,22.03.2026,2026-01-21,Samarqand,VIP,443150,1,karta,QAYTARILGAN,
TK-11058,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-07,Samarqand,Fan,69705,3,qr,yakunlangan,3.5
TK-10695,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-17,Qashqadaryo,Standart,155100,1,qr,QAYTARILGAN,
TK-11286,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-25,Farg'ona,VIP,445862,4,naqd,qaytarilgan,
TK-11717,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-04-24,Samarqand,Fan,61496,4,qr,yakunlangan,4.0
TK-10240,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-04-13,Toshkent,Standart,150063,1,karta,kutilmoqda,
TK-12183,sevinch mominova,Konsert,Humo Arena,2026-03-15,2026-01-22,Andijon,Standart,167814,1,qr,qaytarilgan,
TK-12052,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-04-25,Qashqadaryo,Fan,96888,1,karta,yakunlangan,3.8
TK-10070,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-02-25,Farg'ona,Fan,76682,3,qr,qaytarilgan,
TK-10937,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-02-12,Qashqadaryo,VIP,473865,3,qr,yakunlangan,4.8
TK-10565,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-03-11,Farg'ona,Fan,70897,3,naqd,YAKUNLANGAN,3.9
TK-10618,Doniyor Otajonov,Konsert ,Uzbekiston Konsert Zali,03.05.2026,2026-04-21,Toshkent,Standart,170200,1,karta,YAKUNLANGAN,4.3
TK-10073,Pakhtakor vs Lokomotiv,futbol,Milliy Stadion,10.05.2026,2026-03-11,Buxoro,VIP,436996,2,naqd,yakunlangan,4.9
TK-11412,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-22,Samarqand,Standart,159 969 so'm,4,qr,QAYTARILGAN,
TK-10350,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-04-05,Qashqadaryo,VIP,466 674 so'm,3,karta,yakunlangan,3.7
TK-12352,Sevinch Mominova,Konsert ,Humo Arena,2026-03-15,2026-03-14,Samarqand,Fan,106080,2,qr,yakunlangan,4.3
TK-11550,Navruz Gala Shou,konsert,Humo Arena,2026-03-21,2026-03-07,Toshkent,VIP,455641,1,naqd,YAKUNLANGAN,4.8
TK-11652,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-24,Qashqadaryo,VIP,442312,3,karta,qaytarilgan,
TK-12307,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-03-16,Xorazm,Standart,137392,3,qr,QAYTARILGAN,
TK-10801,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-02-09,Buxoro,VIP,434297,1,karta,yakunlangan,5.0
TK-10873,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-03-26,Samarqand,Standart,175789,2,karta,yakunlangan,4.9
TK-12323,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-04-06,Samarqand,VIP,431844,2,karta,yakunlangan,3.7
TK-11566,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-23,Buxoro,Fan,104687,1,karta,kutilmoqda,
TK-12275,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-02-18,Toshkent,VIP,449 933 so'm,1,karta,yakunlangan,3.9
TK-10782,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-03-06,Buxoro,VIP,468393,2,karta,yakunlangan,4.8
TK-11360,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-01-21,Farg'ona,VIP,472791,4,qr,yakunlangan,3.7
TK-11599,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-04,Xorazm,Fan,74895,1,karta,qaytarilgan,
TK-11970,Pakhtakor vs Lokomotiv,futbol,Milliy Stadion,2026-05-10,2026-04-18,Farg'ona,VIP,433855,4,karta,qaytarilgan,
TK-12371,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-04-01,Xorazm,Fan,67921,1,qr,qaytarilgan,4.0
TK-12416,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-22,Xorazm,Standart,144 567 so'm,3,naqd,QAYTARILGAN,
TK-11710,Sevinch Mominova,Konsert,Humo Arena,15.03.2026,2026-01-26,Toshkent,Standart,149329,1,qr,yakunlangan,3.7
TK-10572,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-04-04,Farg'ona,VIP,443930,4,qr,kutilmoqda,
TK-11452,Doniyor Otajonov,konsert,Uzbekiston Konsert Zali,2026-05-03,2026-03-20,Andijon,Fan,107462,3,naqd,YAKUNLANGAN,3.5
TK-11316,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-03-01,Qashqadaryo,VIP,451006,2,naqd,YAKUNLANGAN,3.8
TK-10123,sevinch mominova,konsert,Humo Arena,15.03.2026,2026-01-22,Xorazm,Standart,135095,3,karta,yakunlangan,4.3
TK-11889,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-03-04,Toshkent,Standart,136587,2,karta,QAYTARILGAN,
TK-10719,Muhabbat Shamayeva,KONSERT,Uzbekiston Konsert Zali,17.05.2026,2026-03-22,Farg'ona,Standart,154570,4,karta,YAKUNLANGAN,4.3
TK-10406,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-04-24,Xorazm,VIP,476427,1,naqd,yakunlangan,4.0
TK-10700,Sevinch Mominova,Konsert,Humo Arena,15.03.2026,2026-01-28,Farg'ona,Standart,138550,4,naqd,yakunlangan,3.8
TK-11451,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-03-22,Buxoro,Fan,106938,4,naqd,yakunlangan,3.5
TK-10856,Pakhtakor vs Lokomotiv,FUTBOL,Milliy Stadion,10.05.2026,2026-03-24,Andijon,Fan,69385,2,qr,yakunlangan,4.4
TK-10497,Navruz Gala Shou,Konsert ,Humo Arena,21.03.2026,2026-01-22,Xorazm,Fan,77550,4,qr,yakunlangan,4.9
TK-12476,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-02-12,Buxoro,VIP,459 258 so'm,-1,naqd,qaytarilgan,
TK-10342,Ulug'bek Rahmatullayev,Konsert,Humo Arena,22.03.2026,2026-02-23,Namangan,Fan,88442,1,karta,YAKUNLANGAN,4.4
TK-12446,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-05-03,Samarqand,Standart,142312,4,qr,yakunlangan,3.6
TK-10299,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-02-27,Andijon,VIP,468174,3,naqd,yakunlangan,3.8
TK-11418,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-02-13,Toshkent,VIP,462656,3,naqd,yakunlangan,3.6
TK-10581,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-21,Samarqand,VIP,470118,2,karta,qaytarilgan,
TK-11196,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-03-21,Xorazm,VIP,436583,1,qr,QAYTARILGAN,
TK-11173,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-09,Farg'ona,Fan,79766,2,naqd,YAKUNLANGAN,4.1
TK-11216,SEVINCH MOMINOVA,Konsert,Humo Arena,15.03.2026,2026-01-21,Qashqadaryo,VIP,469660,2,karta,yakunlangan,4.7
TK-10220,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-19,Buxoro,Standart,133375,3,karta,yakunlangan,4.2
TK-10567,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-03-09,Xorazm,Standart,140289,3,naqd,qaytarilgan,
TK-11933,Muhabbat Shamayeva,konsert,Uzbekiston Konsert Zali,17.05.2026,2026-05-08,Andijon,Fan,104112,4,karta,yakunlangan,4.0
TK-12413,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-03-08,Andijon,Standart,131749,3,qr,yakunlangan,5.0
TK-10084,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-04-22,Farg'ona,VIP,461501,1,qr,yakunlangan,4.6
TK-11572,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-02-19,Xorazm,Fan,93296,3,qr,KUTILMOQDA,
TK-10266,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-03-03,Buxoro,Fan,79862,4,naqd,yakunlangan,5.0
TK-11041,sevinch mominova,Konsert,Humo Arena,15.03.2026,2026-02-21,Toshkent,Standart,149762,2,qr,QAYTARILGAN,
TK-10290,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-03-22,Qashqadaryo,Standart,165 408 so'm,4,karta,yakunlangan,4.2
TK-12388,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-03-28,Qashqadaryo,VIP,472395,1,karta,yakunlangan,4.1
TK-10649,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-04-01,Andijon,VIP,433 202 so'm,4,qr,qaytarilgan,
TK-10416,Pakhtakor vs Bunyodkor,futbol,Milliy Stadion,2026-04-05,2026-02-07,Qashqadaryo,Standart,159208,2,karta,kutilmoqda,
TK-10472,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-02-27,Toshkent,Fan,90433,4,qr,yakunlangan,3.6
TK-10798,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-03-13,Samarqand,Fan,65 118 so'm,3,karta,qaytarilgan,
TK-12091,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-10,Namangan,Standart,149 986 so'm,4,naqd,yakunlangan,4.3
TK-12458,Muhabbat Shamayeva,KONSERT,Uzbekiston Konsert Zali,17.05.2026,2026-03-24,Xorazm,Fan,67648,1,qr,YAKUNLANGAN,4.8
TK-11508,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-03-20,Farg'ona,Fan,74802,1,naqd,yakunlangan,3.8
TK-12337,Muhabbat Shamayeva,Konsert ,Uzbekiston Konsert Zali,17.05.2026,2026-04-07,Farg'ona,VIP,451881,3,qr,YAKUNLANGAN,4.9
TK-10356,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-02-08,Namangan,Fan,81990,1,qr,KUTILMOQDA,
TK-11483,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-03-19,Xorazm,Fan,62316,2,karta,yakunlangan,4.7
TK-10278,Navruz Gala Shou,konsert,Humo Arena,21.03.2026,2026-03-09,Andijon,Standart,168539,1,naqd,yakunlangan,4.0
TK-11380,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-01-24,Farg'ona,VIP,432 547 so'm,4,qr,QAYTARILGAN,
TK-10769,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-04-03,Buxoro,Standart,163038,1,naqd,yakunlangan,4.6
TK-11057,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-02-15,Farg'ona,Standart,143423,1,qr,yakunlangan,4.5
TK-10018,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-15,Namangan,Fan,91514,3,naqd,YAKUNLANGAN,3.7
TK-11737,Sevinch Mominova,KONSERT,Humo Arena,15.03.2026,2026-02-05,Andijon,Fan,65 481 so'm,2,qr,yakunlangan,3.7
TK-12143,Ulug'bek Rahmatullayev,konsert,Humo Arena,2026-03-22,2026-03-19,Qashqadaryo,VIP,462224,3,karta,yakunlangan,4.0
TK-10432,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-03-07,Qashqadaryo,VIP,472123,3,qr,yakunlangan,4.3
TK-10976,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,2026-05-10,2026-04-24,Buxoro,Standart,158148,3,karta,kutilmoqda,
TK-10932,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,2026-05-10,2026-03-18,Toshkent,Standart,153 280 so'm,1,naqd,KUTILMOQDA,
TK-10729,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-04-02,Toshkent,VIP,465623,3,qr,QAYTARILGAN,
TK-11553,Doniyor Otajonov,KONSERT,Uzbekiston Konsert Zali,2026-05-03,2026-04-20,Qashqadaryo,Fan,87 559 so'm,4,qr,yakunlangan,4.9
TK-11222,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-02-14,Andijon,Fan,66 823 so'm,4,naqd,YAKUNLANGAN,3.7
TK-11427,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-11,Farg'ona,Fan,97461,3,karta,yakunlangan,4.3
TK-10219,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-02-25,Samarqand,Fan,73370,1,naqd,yakunlangan,3.7
TK-11845,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-02-18,Buxoro,Standart,146026,1,naqd,kutilmoqda,
TK-11223,Muhabbat Shamayeva,Konsert ,Uzbekiston Konsert Zali,17.05.2026,2026-04-16,Buxoro,VIP,462187,2,karta,yakunlangan,4.8
TK-10303,sevinch mominova,Konsert,Humo Arena,2026-03-15,2026-01-23,Farg'ona,Fan,98278,2,karta,yakunlangan,3.8
TK-11801,Sevinch Mominova,Konsert,Humo Arena,15.03.2026,2026-01-15,Qashqadaryo,Standart,175774,2,karta,YAKUNLANGAN,4.6
TK-10668,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-03-31,Xorazm,VIP,475946,4,qr,yakunlangan,3.8
TK-10756,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-29,Samarqand,Fan,84674,4,naqd,YAKUNLANGAN,4.2
TK-11973,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-03-20,Buxoro,Standart,152 899 so'm,3,naqd,yakunlangan,4.7
TK-10344,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-13,Toshkent,Fan,82342,1,naqd,yakunlangan,3.8
TK-11486,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-11,Namangan,Fan,87704,3,karta,YAKUNLANGAN,4.5
TK-10940,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-01,Samarqand,Fan,109032,3,karta,YAKUNLANGAN,4.8
TK-10679,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-03-02,Samarqand,Standart,174452,2,karta,yakunlangan,4.7
TK-11362,SEVINCH MOMINOVA,Konsert,Humo Arena,2026-03-15,2026-03-04,Andijon,VIP,465897,3,karta,yakunlangan,3.5
TK-10993,Pakhtakor vs Bunyodkor,futbol,Milliy Stadion,2026-04-05,2026-03-11,Xorazm,Fan,60928,4,karta,yakunlangan,4.6
TK-11161,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-04-10,Toshkent,Standart,132158,2,qr,yakunlangan,4.1
TK-12373,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-03-14,Buxoro,Fan,77191,2,karta,yakunlangan,3.8
TK-12194,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-14,Toshkent,Fan,96365,1,karta,yakunlangan,4.2
TK-12016,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-13,Qashqadaryo,VIP,469579,4,naqd,YAKUNLANGAN,4.1
TK-10192,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-03-31,Andijon,Standart,176093,3,karta,YAKUNLANGAN,4.2
TK-10174,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-21,Xorazm,Fan,105082,1,qr,kutilmoqda,
TK-10817,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-03-14,Namangan,Fan,101 001 so'm,2,karta,kutilmoqda,
TK-11991,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-16,Xorazm,Standart,154560,2,naqd,yakunlangan,4.8
TK-11509,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-19,Toshkent,Standart,136944,1,qr,yakunlangan,4.4
TK-12185,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-02-11,Qashqadaryo,VIP,433832,4,qr,yakunlangan,4.6
TK-10741,Doniyor Otajonov,konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-24,Farg'ona,Standart,131905,2,qr,yakunlangan,3.7
TK-10128,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-04-14,Xorazm,VIP,444818,4,naqd,YAKUNLANGAN,4.4
TK-10340,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,2026-05-10,2026-03-18,Qashqadaryo,Fan,76510,4,qr,qaytarilgan,
TK-11739,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-04-17,Andijon,Standart,143552,2,karta,yakunlangan,4.0
TK-11670,Sevinch Mominova,Konsert,Humo Arena,15.03.2026,2026-03-06,Samarqand,Standart,159798,2,karta,KUTILMOQDA,
TK-11044,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-02-20,Namangan,Fan,108217,2,karta,yakunlangan,3.9
TK-10307,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-04-27,Buxoro,VIP,466894,4,qr,YAKUNLANGAN,4.4
TK-10383,Pakhtakor vs Bunyodkor,FUTBOL,Milliy Stadion,2026-04-05,2026-03-11,Andijon,Standart,140499,2,qr,YAKUNLANGAN,3.9
TK-11317,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-02-05,Buxoro,Fan,65404,2,karta,YAKUNLANGAN,4.6
TK-12353,Ulug'bek Rahmatullayev,Konsert,Humo Arena,22.03.2026,2026-01-27,Qashqadaryo,VIP,460264,4,karta,kutilmoqda,
TK-11949,Muhabbat Shamayeva,KONSERT,Uzbekiston Konsert Zali,17.05.2026,2026-04-28,Xorazm,Standart,150796,3,karta,qaytarilgan,
TK-10177,Ulug'bek Rahmatullayev,Konsert,Humo Arena,22.03.2026,2026-02-05,Toshkent,Fan,78 750 so'm,3,naqd,YAKUNLANGAN,4.1
TK-10426,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-09,Buxoro,VIP,444843,4,karta,YAKUNLANGAN,3.9
TK-10840,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-20,Namangan,VIP,439015,3,naqd,yakunlangan,4.4
TK-12051,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-04-04,Qashqadaryo,VIP,459870,2,qr,kutilmoqda,
TK-10845,Shaxlo Ismoilova,KONSERT,Humo Arena,2026-04-19,2026-02-27,Namangan,VIP,466687,1,karta,KUTILMOQDA,
TK-10931,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-05-02,Xorazm,VIP,447017,4,naqd,yakunlangan,3.8
TK-10184,Jasur Umirov,konsert,Uzbekiston Konsert Zali,12.04.2026,2026-04-03,Samarqand,Standart,177 613 so'm,1,naqd,KUTILMOQDA,
TK-10962,Jasur Umirov,Konsert ,Uzbekiston Konsert Zali,2026-04-12,2026-03-06,Namangan,VIP,447182,1,naqd,yakunlangan,5.0
TK-12055,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-03-18,Qashqadaryo,Standart,134131,3,karta,yakunlangan,4.4
TK-12309,Navruz Gala Shou,KONSERT,Humo Arena,2026-03-21,2026-02-03,Samarqand,VIP,466352,2,naqd,QAYTARILGAN,
TK-11975,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-02-15,Buxoro,Fan,102833,4,naqd,YAKUNLANGAN,4.5
TK-12277,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-04-20,Farg'ona,Standart,162388,4,karta,YAKUNLANGAN,3.9
TK-10812,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-03-19,Andijon,Standart,170346,3,qr,yakunlangan,3.6
TK-11110,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-04-04,Namangan,VIP,443537,3,naqd,yakunlangan,4.8
TK-10489,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-01-30,Samarqand,Fan,79041,1,karta,YAKUNLANGAN,3.8
TK-11836,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-25,Andijon,VIP,448 049 so'm,2,qr,yakunlangan,4.8
TK-11001,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-26,Buxoro,Fan,102606,4,naqd,qaytarilgan,
TK-12292,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-21,Buxoro,VIP,465167,2,naqd,YAKUNLANGAN,3.6
TK-11731,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-03-06,Namangan,Fan,88 685 so'm,3,qr,yakunlangan,4.2
TK-12293,Shaxlo Ismoilova,konsert,Humo Arena,19.04.2026,2026-03-28,Xorazm,Fan,98143,3,karta,kutilmoqda,
TK-11602,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-03-27,Namangan,Standart,172142,3,naqd,KUTILMOQDA,
TK-10736,Navruz Gala Shou,KONSERT,Humo Arena,2026-03-21,2026-02-10,Samarqand,Standart,135576,4,karta,kutilmoqda,
TK-10118,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-03-06,Namangan,Standart,136193,2,karta,QAYTARILGAN,
TK-11608,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-12,Qashqadaryo,Fan,107096,3,karta,yakunlangan,5.0
TK-10281,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-03-27,Xorazm,VIP,443845,4,karta,yakunlangan,4.1
TK-12222,Sevinch Mominova,Konsert,Humo Arena,2026-03-15,2026-01-16,Qashqadaryo,Fan,108117,1,qr,qaytarilgan,
TK-11578,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-04-12,Farg'ona,Fan,80753,4,qr,YAKUNLANGAN,3.5
TK-12098,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-03-06,Xorazm,Fan,98382,3,karta,yakunlangan,3.5
TK-10693,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-02-28,Andijon,Standart,163593,4,karta,yakunlangan,3.9
TK-11505,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-01-26,Xorazm,Fan,99149,4,qr,yakunlangan,4.9
TK-11159,Jasur Umirov,konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-04,Andijon,Standart,132744,3,karta,yakunlangan,4.3
TK-10366,Pakhtakor vs Lokomotiv,futbol,Milliy Stadion,10.05.2026,2026-04-20,Samarqand,Fan,62298,1,naqd,yakunlangan,3.5
TK-12177,Sevinch Mominova,KONSERT,Humo Arena,2026-03-15,2026-01-26,Andijon,Standart,154714,1,naqd,yakunlangan,4.5
TK-10555,Doniyor Otajonov,Konsert ,Uzbekiston Konsert Zali,03.05.2026,2026-03-22,Buxoro,Standart,138 464 so'm,3,karta,yakunlangan,4.0
TK-11289,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-19,Buxoro,Fan,73 908 so'm,2,karta,yakunlangan,3.6
TK-12210,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-01-23,Namangan,VIP,441 960 so'm,4,qr,yakunlangan,4.2
TK-11054,sevinch mominova,Konsert,Humo Arena,2026-03-15,2026-01-15,Xorazm,Fan,91084,4,qr,yakunlangan,3.9
TK-12320,Ulug'bek Rahmatullayev,Konsert,Humo Arena,22.03.2026,2026-02-05,Samarqand,Standart,135794,2,naqd,yakunlangan,3.6
TK-10203,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-01,Farg'ona,Fan,85975,2,naqd,yakunlangan,4.1
TK-11948,Navruz Gala Shou,Konsert ,Humo Arena,2026-03-21,2026-02-04,Toshkent,VIP,476533,1,qr,kutilmoqda,
TK-10120,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-06,Toshkent,Standart,157 773 so'm,3,qr,kutilmoqda,
TK-10283,Muhabbat Shamayeva,konsert,Uzbekiston Konsert Zali,17.05.2026,2026-04-18,Toshkent,VIP,454719,4,karta,YAKUNLANGAN,4.7
TK-10575,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-29,Farg'ona,VIP,453456,4,naqd,yakunlangan,3.8
TK-11461,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-05-01,Buxoro,VIP,456256,4,qr,QAYTARILGAN,5.0
TK-11866,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-26,Samarqand,Standart,131333,4,karta,yakunlangan,4.8
TK-10275,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-02-17,Samarqand,VIP,448 217 so'm,4,karta,YAKUNLANGAN,3.8
TK-11349,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-22,Toshkent,Standart,169139,1,qr,yakunlangan,4.4
TK-10902,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-02-24,Xorazm,Standart,157245,2,naqd,kutilmoqda,
TK-10360,Ulug'bek Rahmatullayev,Konsert,Humo Arena,22.03.2026,2026-03-06,Qashqadaryo,Fan,87699,1,karta,yakunlangan,3.8
TK-11904,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-13,Xorazm,Fan,65 158 so'm,4,naqd,qaytarilgan,
TK-10819,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-03-30,Toshkent,VIP,0,3,qr,yakunlangan,4.7
TK-11011,sevinch mominova,Konsert,Humo Arena,15.03.2026,2026-02-06,Namangan,Standart,156665,1,qr,kutilmoqda,
TK-10629,Muhabbat Shamayeva,KONSERT,Uzbekiston Konsert Zali,17.05.2026,2026-04-29,Buxoro,VIP,469300,3,naqd,yakunlangan,4.6
TK-12409,Pakhtakor vs Bunyodkor,FUTBOL,Milliy Stadion,2026-04-05,2026-02-20,Toshkent,VIP,438527,1,karta,kutilmoqda,
TK-11561,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-17,Qashqadaryo,VIP,444438,4,qr,KUTILMOQDA,
TK-10286,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,2026-05-10,2026-04-10,Namangan,VIP,451254,3,qr,yakunlangan,4.6
TK-12243,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-12,Xorazm,Fan,77159,2,karta,yakunlangan,3.9
