ticket_id,artist_event,event_type,venue,event_date,purchase_date,customer_region,ticket_type,price_uzs,quantity,payment,status,rating,revenue
TK-10903,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-12,xorazm,fan,76118,3,qr,kutilmoqda,,228354
TK-10461,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-20,namangan,fan,62956,4,qr,yakunlangan,4.0,251824
TK-11510,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-05-08,samarqand,fan,78135,1,qr,yakunlangan,4.4,78135
TK-12165,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-03-01,andijon,vip,447685,3,karta,yakunlangan,3.7,1343055
TK-12238,sevinch mominova,konsert,humo arena,15.03.2026,2026-02-16,qashqadaryo,fan,60593,3,karta,yakunlangan,4.3,181779
TK-10438,navruz gala shou,konsert,humo arena,21.03.2026,2026-02-11,andijon,standart,146232,4,naqd,yakunlangan,4.4,584928
TK-10163,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-02,samarqand,standart,147132,2,qr,qaytarilgan,,294264
TK-10402,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-03,samarqand,vip,460656,2,karta,kutilmoqda,,921312
TK-11114,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-07,farg'ona,fan,96722,4,qr,yakunlangan,4.7,386888
TK-11624,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-02,xorazm,standart,166962,3,karta,yakunlangan,4.9,500886
TK-11972,sevinch mominova,konsert,humo arena,2026-03-15,2026-01-17,samarqand,standart,166296,4,qr,yakunlangan,3.9,665184
TK-10166,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-02-25,toshkent,standart,140220,2,qr,yakunlangan,5.0,280440
TK-10929,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-02-24,toshkent,standart,179361,3,naqd,qaytarilgan,,538083
TK-11721,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-04-13,andijon,fan,93078,2,naqd,yakunlangan,4.9,186156
TK-10568,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-03-14,namangan,fan,87448,4,naqd,yakunlangan,4.5,349792
TK-10463,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-27,andijon,fan,84924,1,karta,yakunlangan,4.2,84924
TK-10049,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-13,xorazm,standart,153771,-3,naqd,qaytarilgan,,-461313
TK-10067,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-29,samarqand,standart,136467,3,karta,yakunlangan,4.3,409401
TK-11960,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-03-07,samarqand,standart,131328,2,naqd,yakunlangan,5.0,262656
TK-11419,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-05-04,buxoro,fan,77629,1,qr,yakunlangan,4.7,77629
TK-10474,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-03,andijon,standart,131693,3,qr,kutilmoqda,,395079
TK-10048,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-02-06,andijon,vip,442392,2,karta,yakunlangan,4.7,884784
TK-10772,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-04-10,xorazm,fan,95183,4,karta,yakunlangan,3.7,380732
TK-10808,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-23,namangan,standart,137491,1,karta,yakunlangan,4.8,137491
TK-12120,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-14,namangan,standart,144622,2,qr,yakunlangan,3.7,289244
TK-12128,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-22,toshkent,standart,149878,1,qr,yakunlangan,3.8,149878
TK-10124,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-27,farg'ona,vip,431480,4,naqd,qaytarilgan,,1725920
TK-11606,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-22,xorazm,standart,138608,3,qr,yakunlangan,4.0,415824
TK-12428,sevinch mominova,konsert,humo arena,15.03.2026,2026-02-16,qashqadaryo,standart,141691,4,karta,yakunlangan,4.1,566764
TK-11462,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-05-05,andijon,vip,463661,3,naqd,yakunlangan,3.5,1390983
TK-10900,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-19,namangan,vip,433579,1,karta,yakunlangan,4.4,433579
TK-12138,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-18,farg'ona,vip,436859,1,qr,yakunlangan,4.3,436859
TK-10025,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-11,xorazm,vip,452352,2,naqd,yakunlangan,4.9,904704
TK-12427,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-08,namangan,fan,68782,1,naqd,yakunlangan,4.9,68782
TK-11962,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-03-01,andijon,fan,100365,4,naqd,yakunlangan,4.4,401460
TK-12033,navruz gala shou,konsert,humo arena,21.03.2026,2026-01-27,farg'ona,vip,444762,4,qr,yakunlangan,3.6,1779048
TK-11660,navruz gala shou,konsert,humo arena,2026-03-21,2026-03-19,xorazm,fan,77961,1,karta,yakunlangan,3.8,77961
TK-12219,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-05,qashqadaryo,fan,91734,4,karta,yakunlangan,4.2,366936
TK-11278,navruz gala shou,konsert,humo arena,21.03.2026,2026-03-19,andijon,standart,148951,2,naqd,yakunlangan,4.1,297902
TK-10839,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-04-04,xorazm,fan,107751,3,qr,yakunlangan,4.3,323253
TK-10761,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-06,namangan,vip,458339,1,karta,yakunlangan,3.7,458339
TK-12447,sevinch mominova,konsert,humo arena,15.03.2026,2026-02-09,qashqadaryo,fan,69215,3,karta,qaytarilgan,,207645
TK-12475,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-09,samarqand,vip,431442,3,qr,yakunlangan,4.1,1294326
TK-10361,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-29,xorazm,standart,164362,1,karta,yakunlangan,3.5,164362
TK-11620,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-22,xorazm,vip,449701,1,naqd,kutilmoqda,,449701
TK-11116,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-04-17,samarqand,standart,138281,1,naqd,yakunlangan,3.8,138281
TK-11204,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-02,buxoro,vip,453474,4,qr,yakunlangan,4.1,1813896
TK-11902,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-04-02,toshkent,fan,75190,2,karta,yakunlangan,5.0,150380
TK-11912,navruz gala shou,konsert,humo arena,21.03.2026,2026-03-15,andijon,fan,96803,2,qr,qaytarilgan,,193606
TK-10508,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-24,buxoro,standart,153607,4,qr,yakunlangan,4.0,614428
TK-11189,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-18,xorazm,vip,471284,1,qr,yakunlangan,4.8,471284
TK-11376,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-05-15,buxoro,standart,144494,2,qr,qaytarilgan,,288988
TK-11769,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-06,andijon,standart,169135,2,naqd,kutilmoqda,,338270
TK-12224,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-01-21,samarqand,vip,443150,1,karta,qaytarilgan,,443150
TK-11058,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-07,samarqand,fan,69705,3,qr,yakunlangan,3.5,209115
TK-10695,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-17,qashqadaryo,standart,155100,1,qr,qaytarilgan,,155100
TK-11286,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-25,farg'ona,vip,445862,4,naqd,qaytarilgan,,1783448
TK-11717,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-24,samarqand,fan,61496,4,qr,yakunlangan,4.0,245984
TK-12183,sevinch mominova,konsert,humo arena,2026-03-15,2026-01-22,andijon,standart,167814,1,qr,qaytarilgan,,167814
TK-12052,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-25,qashqadaryo,fan,96888,1,karta,yakunlangan,3.8,96888
TK-10070,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-25,farg'ona,fan,76682,3,qr,qaytarilgan,,230046
TK-10937,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-12,qashqadaryo,vip,473865,3,qr,yakunlangan,4.8,1421595
TK-10565,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-11,farg'ona,fan,70897,3,naqd,yakunlangan,3.9,212691
TK-10618,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-21,toshkent,standart,170200,1,karta,yakunlangan,4.3,170200
TK-10073,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-11,buxoro,vip,436996,2,naqd,yakunlangan,4.9,873992
TK-11412,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-22,samarqand,standart,159969,4,qr,qaytarilgan,,639876
TK-10350,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-04-05,qashqadaryo,vip,466674,3,karta,yakunlangan,3.7,1400022
TK-12352,sevinch mominova,konsert,humo arena,2026-03-15,2026-03-14,samarqand,fan,106080,2,qr,yakunlangan,4.3,212160
TK-11550,navruz gala shou,konsert,humo arena,2026-03-21,2026-03-07,toshkent,vip,455641,1,naqd,yakunlangan,4.8,455641
TK-11652,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-02-24,qashqadaryo,vip,442312,3,karta,qaytarilgan,,1326936
TK-12307,navruz gala shou,konsert,humo arena,2026-03-21,2026-03-16,xorazm,standart,137392,3,qr,qaytarilgan,,412176
TK-10801,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-09,buxoro,vip,434297,1,karta,yakunlangan,5.0,434297
TK-10873,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-26,samarqand,standart,175789,2,karta,yakunlangan,4.9,351578
TK-12323,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-06,samarqand,vip,431844,2,karta,yakunlangan,3.7,863688
TK-11566,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-23,buxoro,fan,104687,1,karta,kutilmoqda,,104687
TK-12275,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-18,toshkent,vip,449933,1,karta,yakunlangan,3.9,449933
TK-10782,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-06,buxoro,vip,468393,2,karta,yakunlangan,4.8,936786
TK-11360,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-01-21,farg'ona,vip,472791,4,qr,yakunlangan,3.7,1891164
TK-11599,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-04,xorazm,fan,74895,1,karta,qaytarilgan,,74895
TK-11970,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-18,farg'ona,vip,433855,4,karta,qaytarilgan,,1735420
TK-12371,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-01,xorazm,fan,67921,1,qr,qaytarilgan,4.0,67921
TK-12416,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-22,xorazm,standart,144567,3,naqd,qaytarilgan,,433701
TK-11710,sevinch mominova,konsert,humo arena,15.03.2026,2026-01-26,toshkent,standart,149329,1,qr,yakunlangan,3.7,149329
TK-10572,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-04-04,farg'ona,vip,443930,4,qr,kutilmoqda,,1775720
TK-11452,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-20,andijon,fan,107462,3,naqd,yakunlangan,3.5,322386
TK-11316,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-01,qashqadaryo,vip,451006,2,naqd,yakunlangan,3.8,902012
TK-10123,sevinch mominova,konsert,humo arena,15.03.2026,2026-01-22,xorazm,standart,135095,3,karta,yakunlangan,4.3,405285
TK-11889,navruz gala shou,konsert,humo arena,21.03.2026,2026-03-04,toshkent,standart,136587,2,karta,qaytarilgan,,273174
TK-10719,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-03-22,farg'ona,standart,154570,4,karta,yakunlangan,4.3,618280
TK-10406,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-24,xorazm,vip,476427,1,naqd,yakunlangan,4.0,476427
TK-10700,sevinch mominova,konsert,humo arena,15.03.2026,2026-01-28,farg'ona,standart,138550,4,naqd,yakunlangan,3.8,554200
TK-11451,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-22,buxoro,fan,106938,4,naqd,yakunlangan,3.5,427752
TK-10856,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-24,andijon,fan,69385,2,qr,yakunlangan,4.4,138770
TK-10497,navruz gala shou,konsert,humo arena,21.03.2026,2026-01-22,xorazm,fan,77550,4,qr,yakunlangan,4.9,310200
TK-12476,navruz gala shou,konsert,humo arena,21.03.2026,2026-02-12,buxoro,vip,459258,-1,naqd,qaytarilgan,,-459258
TK-10342,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-23,namangan,fan,88442,1,karta,yakunlangan,4.4,88442
TK-12446,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-05-03,samarqand,standart,142312,4,qr,yakunlangan,3.6,569248
TK-10299,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-02-27,andijon,vip,468174,3,naqd,yakunlangan,3.8,1404522
TK-11418,navruz gala shou,konsert,humo arena,21.03.2026,2026-02-13,toshkent,vip,462656,3,naqd,yakunlangan,3.6,1387968
TK-10581,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-21,samarqand,vip,470118,2,karta,qaytarilgan,,940236
TK-11196,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-03-21,xorazm,vip,436583,1,qr,qaytarilgan,,436583
TK-11173,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-09,farg'ona,fan,79766,2,naqd,yakunlangan,4.1,159532
TK-11216,sevinch mominova,konsert,humo arena,15.03.2026,2026-01-21,qashqadaryo,vip,469660,2,karta,yakunlangan,4.7,939320
TK-10220,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-02-19,buxoro,standart,133375,3,karta,yakunlangan,4.2,400125
TK-10567,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-09,xorazm,standart,140289,3,naqd,qaytarilgan,,420867
TK-11933,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-05-08,andijon,fan,104112,4,karta,yakunlangan,4.0,416448
TK-12413,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-08,andijon,standart,131749,3,qr,yakunlangan,5.0,395247
TK-10084,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-22,farg'ona,vip,461501,1,qr,yakunlangan,4.6,461501
TK-11572,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-02-19,xorazm,fan,93296,3,qr,kutilmoqda,,279888
TK-10266,navruz gala shou,konsert,humo arena,21.03.2026,2026-03-03,buxoro,fan,79862,4,naqd,yakunlangan,5.0,319448
TK-11041,sevinch mominova,konsert,humo arena,15.03.2026,2026-02-21,toshkent,standart,149762,2,qr,qaytarilgan,,299524
TK-10290,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-22,qashqadaryo,standart,165408,4,karta,yakunlangan,4.2,661632
TK-12388,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-28,qashqadaryo,vip,472395,1,karta,yakunlangan,4.1,472395
TK-10649,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-04-01,andijon,vip,433202,4,qr,qaytarilgan,,1732808
TK-10416,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-07,qashqadaryo,standart,159208,2,karta,kutilmoqda,,318416
TK-10472,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-02-27,toshkent,fan,90433,4,qr,yakunlangan,3.6,361732
TK-10798,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-13,samarqand,fan,65118,3,karta,qaytarilgan,,195354
TK-12091,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-10,namangan,standart,149986,4,naqd,yakunlangan,4.3,599944
TK-12458,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-03-24,xorazm,fan,67648,1,qr,yakunlangan,4.8,67648
TK-11508,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-20,farg'ona,fan,74802,1,naqd,yakunlangan,3.8,74802
TK-12337,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-07,farg'ona,vip,451881,3,qr,yakunlangan,4.9,1355643
TK-10356,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-02-08,namangan,fan,81990,1,qr,kutilmoqda,,81990
TK-11483,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-19,xorazm,fan,62316,2,karta,yakunlangan,4.7,124632
TK-10278,navruz gala shou,konsert,humo arena,21.03.2026,2026-03-09,andijon,standart,168539,1,naqd,yakunlangan,4.0,168539
TK-11380,navruz gala shou,konsert,humo arena,2026-03-21,2026-01-24,farg'ona,vip,432547,4,qr,qaytarilgan,,1730188
TK-10769,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-04-03,buxoro,standart,163038,1,naqd,yakunlangan,4.6,163038
TK-11057,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-02-15,farg'ona,standart,143423,1,qr,yakunlangan,4.5,143423
TK-10018,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-15,namangan,fan,91514,3,naqd,yakunlangan,3.7,274542
TK-11737,sevinch mominova,konsert,humo arena,15.03.2026,2026-02-05,andijon,fan,65481,2,qr,yakunlangan,3.7,130962
TK-12143,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-19,qashqadaryo,vip,462224,3,karta,yakunlangan,4.0,1386672
TK-10432,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-07,qashqadaryo,vip,472123,3,qr,yakunlangan,4.3,1416369
TK-10976,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-24,buxoro,standart,158148,3,karta,kutilmoqda,,474444
TK-10932,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-03-18,toshkent,standart,153280,1,naqd,kutilmoqda,,153280
TK-10729,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-04-02,toshkent,vip,465623,3,qr,qaytarilgan,,1396869
TK-11553,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-20,qashqadaryo,fan,87559,4,qr,yakunlangan,4.9,350236
TK-11222,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-14,andijon,fan,66823,4,naqd,yakunlangan,3.7,267292
TK-11427,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-11,farg'ona,fan,97461,3,karta,yakunlangan,4.3,292383
TK-10219,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-02-25,samarqand,fan,73370,1,naqd,yakunlangan,3.7,73370
TK-11845,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-18,buxoro,standart,146026,1,naqd,kutilmoqda,,146026
TK-11223,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-16,buxoro,vip,462187,2,karta,yakunlangan,4.8,924374
TK-10303,sevinch mominova,konsert,humo arena,2026-03-15,2026-01-23,farg'ona,fan,98278,2,karta,yakunlangan,3.8,196556
TK-11801,sevinch mominova,konsert,humo arena,15.03.2026,2026-01-15,qashqadaryo,standart,175774,2,karta,yakunlangan,4.6,351548
TK-10668,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-31,xorazm,vip,475946,4,qr,yakunlangan,3.8,1903784
TK-10756,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-29,samarqand,fan,84674,4,naqd,yakunlangan,4.2,338696
TK-11973,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-20,buxoro,standart,152899,3,naqd,yakunlangan,4.7,458697
TK-10344,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-13,toshkent,fan,82342,1,naqd,yakunlangan,3.8,82342
TK-11486,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-11,namangan,fan,87704,3,karta,yakunlangan,4.5,263112
TK-10940,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-01,samarqand,fan,109032,3,karta,yakunlangan,4.8,327096
TK-10679,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-02,samarqand,standart,174452,2,karta,yakunlangan,4.7,348904
TK-11362,sevinch mominova,konsert,humo arena,2026-03-15,2026-03-04,andijon,vip,465897,3,karta,yakunlangan,3.5,1397691
TK-10993,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-11,xorazm,fan,60928,4,karta,yakunlangan,4.6,243712
TK-11161,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-10,toshkent,standart,132158,2,qr,yakunlangan,4.1,264316
TK-12373,navruz gala shou,konsert,humo arena,2026-03-21,2026-03-14,buxoro,fan,77191,2,karta,yakunlangan,3.8,154382
TK-12194,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-14,toshkent,fan,96365,1,karta,yakunlangan,4.2,96365
TK-12016,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-02-13,qashqadaryo,vip,469579,4,naqd,yakunlangan,4.1,1878316
TK-10192,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-31,andijon,standart,176093,3,karta,yakunlangan,4.2,528279
TK-10174,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-21,xorazm,fan,105082,1,qr,kutilmoqda,,105082
TK-10817,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-14,namangan,fan,101001,2,karta,kutilmoqda,,202002
TK-11991,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-16,xorazm,standart,154560,2,naqd,yakunlangan,4.8,309120
TK-11509,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-19,toshkent,standart,136944,1,qr,yakunlangan,4.4,136944
TK-12185,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-11,qashqadaryo,vip,433832,4,qr,yakunlangan,4.6,1735328
TK-10741,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-24,farg'ona,standart,131905,2,qr,yakunlangan,3.7,263810
TK-10128,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-14,xorazm,vip,444818,4,naqd,yakunlangan,4.4,1779272
TK-10340,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-03-18,qashqadaryo,fan,76510,4,qr,qaytarilgan,,306040
TK-11739,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-17,andijon,standart,143552,2,karta,yakunlangan,4.0,287104
TK-11670,sevinch mominova,konsert,humo arena,15.03.2026,2026-03-06,samarqand,standart,159798,2,karta,kutilmoqda,,319596
TK-11044,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-02-20,namangan,fan,108217,2,karta,yakunlangan,3.9,216434
TK-10307,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-27,buxoro,vip,466894,4,qr,yakunlangan,4.4,1867576
TK-10383,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-11,andijon,standart,140499,2,qr,yakunlangan,3.9,280998
TK-11317,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-05,buxoro,fan,65404,2,karta,yakunlangan,4.6,130808
TK-12353,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-01-27,qashqadaryo,vip,460264,4,karta,kutilmoqda,,1841056
TK-11949,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-28,xorazm,standart,150796,3,karta,qaytarilgan,,452388
TK-10177,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-05,toshkent,fan,78750,3,naqd,yakunlangan,4.1,236250
TK-10426,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-09,buxoro,vip,444843,4,karta,yakunlangan,3.9,1779372
TK-10840,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-20,namangan,vip,439015,3,naqd,yakunlangan,4.4,1317045
TK-12051,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-04-04,qashqadaryo,vip,459870,2,qr,kutilmoqda,,919740
TK-10845,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-02-27,namangan,vip,466687,1,karta,kutilmoqda,,466687
TK-10931,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-05-02,xorazm,vip,447017,4,naqd,yakunlangan,3.8,1788068
TK-10184,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-04-03,samarqand,standart,177613,1,naqd,kutilmoqda,,177613
TK-10962,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-06,namangan,vip,447182,1,naqd,yakunlangan,5.0,447182
TK-12055,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-18,qashqadaryo,standart,134131,3,karta,yakunlangan,4.4,402393
TK-12309,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-03,samarqand,vip,466352,2,naqd,qaytarilgan,,932704
TK-11975,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-15,buxoro,fan,102833,4,naqd,yakunlangan,4.5,411332
TK-12277,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-20,farg'ona,standart,162388,4,karta,yakunlangan,3.9,649552
TK-10812,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-19,andijon,standart,170346,3,qr,yakunlangan,3.6,511038
TK-11110,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-04,namangan,vip,443537,3,naqd,yakunlangan,4.8,1330611
TK-10489,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-01-30,samarqand,fan,79041,1,karta,yakunlangan,3.8,79041
TK-11836,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-25,andijon,vip,448049,2,qr,yakunlangan,4.8,896098
TK-11001,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-26,buxoro,fan,102606,4,naqd,qaytarilgan,,410424
TK-12292,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-21,buxoro,vip,465167,2,naqd,yakunlangan,3.6,930334
TK-11731,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-06,namangan,fan,88685,3,qr,yakunlangan,4.2,266055
TK-12293,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-28,xorazm,fan,98143,3,karta,kutilmoqda,,294429
